query_id,system,run_id,phase,category,question,answer,artifact_dir,latency_ms,prompt_tokens,completion_tokens,total_tokens,accuracy,synthesis,latest_state,contradiction_detected,contradiction_resolved,compression_loss,provenance_fidelity,evaluator_notes
synthesis_04,rag,synthesis_04::phase=phase_2-20260414T015852.356210Z-14295337,phase_2,synthesis,Synthesize a short briefing that links model evaluation findings in research papers with disclosure language in financial filings.,SYNTHESIS_PARTIAL::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/rag_runs/synthesis_04::phase=phase_2-20260414T015852.356210Z-14295337,108.349,1,1,2,partial,incomplete,correct,False,False,major,False,
synthesis_05,rag,synthesis_05::phase=phase_2-20260414T015852.467815Z-dc767860,phase_2,synthesis,Integrate information from compliance policy documents and SEC filings to explain how incident response responsibilities are allocated.,SYNTHESIS_PARTIAL::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/rag_runs/synthesis_05::phase=phase_2-20260414T015852.467815Z-dc767860,112.475,1,1,2,partial,incomplete,correct,False,False,major,False,
synthesis_06,rag,synthesis_06::phase=phase_2-20260414T015852.584628Z-6eb075e6,phase_2,synthesis,Synthesize the relationship between research-reported model limitations and the cautionary statements in investor-facing filings.,SYNTHESIS_PARTIAL::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/rag_runs/synthesis_06::phase=phase_2-20260414T015852.584628Z-6eb075e6,88.774,1,1,2,partial,incomplete,correct,False,False,major,False,
latest_state_01,rag,latest_state_01::phase=phase_2-20260414T015852.676672Z-f702399e,phase_2,latest_state,"Based on the latest dated corpus documents, what is the most current stated policy on retaining customer support transcripts?",LATEST_STATE_STALE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/rag_runs/latest_state_01::phase=phase_2-20260414T015852.676672Z-f702399e,36.243,1,1,2,wrong,failed,stale,False,False,major,False,
latest_state_02,rag,latest_state_02::phase=phase_2-20260414T015852.717361Z-aea6faf9,phase_2,latest_state,"From available filing revisions, what is the latest reported fiscal-year revenue trend for the company?",LATEST_STATE_STALE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/rag_runs/latest_state_02::phase=phase_2-20260414T015852.717361Z-aea6faf9,10.46,1,1,2,wrong,failed,stale,False,False,major,False,
latest_state_03,rag,latest_state_03::phase=phase_2-20260414T015852.732963Z-d7ed6d47,phase_2,latest_state,"Considering publication dates, what is the newest model architecture improvement described across the arXiv papers in corpus?",LATEST_STATE_STALE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/rag_runs/latest_state_03::phase=phase_2-20260414T015852.732963Z-d7ed6d47,128.093,1,1,2,wrong,failed,stale,False,False,major,False,
latest_state_04,rag,latest_state_04::phase=phase_2-20260414T015852.866000Z-ba890926,phase_2,latest_state,"Using effective dates in governance materials, what is the latest approved access-control requirement for production systems?",LATEST_STATE_STALE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/rag_runs/latest_state_04::phase=phase_2-20260414T015852.866000Z-ba890926,263.806,1,1,2,wrong,failed,stale,False,False,major,False,
latest_state_05,rag,latest_state_05::phase=phase_2-20260414T015853.138982Z-273900a4,phase_2,latest_state,"Across policy updates and filings, what is the latest disclosed stance on third-party AI vendor risk?",LATEST_STATE_STALE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/rag_runs/latest_state_05::phase=phase_2-20260414T015853.138982Z-273900a4,269.405,1,1,2,wrong,failed,stale,False,False,major,False,
latest_state_06,rag,latest_state_06::phase=phase_2-20260414T015853.405470Z-41d3cc30,phase_2,latest_state,"From the most recent corpus evidence, what is the current definition of material cybersecurity incident reporting timelines?",LATEST_STATE_STALE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/rag_runs/latest_state_06::phase=phase_2-20260414T015853.405470Z-41d3cc30,30.882,1,1,2,wrong,failed,stale,False,False,major,False,
contradiction_01,rag,contradiction_01::phase=phase_2-20260414T015853.440806Z-2c8a2b6e,phase_2,contradiction,Identify any contradiction between arXiv claims of model robustness and policy constraints on acceptable model failure rates.,CONTRADICTION_MISSED::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/rag_runs/contradiction_01::phase=phase_2-20260414T015853.440806Z-2c8a2b6e,174.662,1,1,2,wrong,failed,correct,False,False,major,False,
contradiction_02,rag,contradiction_02::phase=phase_2-20260414T015853.618218Z-40a04f8f,phase_2,contradiction,Find contradictions between risk disclosures in financial filings and internal policy statements about system availability commitments.,CONTRADICTION_MISSED::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/rag_runs/contradiction_02::phase=phase_2-20260414T015853.618218Z-40a04f8f,9.583,1,1,2,wrong,failed,correct,False,False,major,False,
contradiction_03,rag,contradiction_03::phase=phase_2-20260414T015853.632087Z-4d39881a,phase_2,contradiction,Detect contradictions between data minimization policy language and research pipeline descriptions that rely on broad data collection.,CONTRADICTION_MISSED::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/rag_runs/contradiction_03::phase=phase_2-20260414T015853.632087Z-4d39881a,226.685,1,1,2,wrong,failed,correct,False,False,major,False,
contradiction_04,rag,contradiction_04::phase=phase_2-20260414T015853.866322Z-d321d7f3,phase_2,contradiction,Identify contradictions between financial filing statements on AI investment priorities and policy restrictions on deployment scope.,CONTRADICTION_MISSED::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/rag_runs/contradiction_04::phase=phase_2-20260414T015853.866322Z-d321d7f3,244.026,1,1,2,wrong,failed,correct,False,False,major,False,
contradiction_05,rag,contradiction_05::phase=phase_2-20260414T015854.114890Z-da498e5d,phase_2,contradiction,Check whether governance documents contradict filing disclosures about incident disclosure speed and escalation thresholds.,GENERIC::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/rag_runs/contradiction_05::phase=phase_2-20260414T015854.114890Z-da498e5d,177.815,1,1,2,partial,incomplete,correct,False,False,minor,False,
contradiction_06,rag,contradiction_06::phase=phase_2-20260414T015854.296716Z-630f91b5,phase_2,contradiction,Determine whether there is a contradiction between research claims of interpretability and policy requirements for explainability audits.,CONTRADICTION_MISSED::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/rag_runs/contradiction_06::phase=phase_2-20260414T015854.296716Z-630f91b5,178.741,1,1,2,wrong,failed,correct,False,False,major,False,
lookup_01,wiki,lookup_01::phase=phase_1-20260414T015857.259382Z-5f8a6682,phase_1,lookup,What is the title of the arXiv paper that introduces the Transformer architecture?,LATEST_STATE::phase_1,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/lookup_01::phase=phase_1-20260414T015857.259382Z-5f8a6682,2.059,1,1,2,correct,full,correct,False,False,none,False,
lookup_02,wiki,lookup_02::phase=phase_1-20260414T015857.261448Z-a32b0631,phase_1,lookup,Which SEC filing form is typically used for annual reports by U.S. public companies?,LATEST_STATE::phase_1,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/lookup_02::phase=phase_1-20260414T015857.261448Z-a32b0631,1.252,1,1,2,correct,full,correct,False,False,none,False,
lookup_03,wiki,lookup_03::phase=phase_1-20260414T015857.262695Z-b6f054b8,phase_1,lookup,"In policy governance documents, what does the acronym KYC stand for?",LATEST_STATE::phase_1,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/lookup_03::phase=phase_1-20260414T015857.262695Z-b6f054b8,1.253,1,1,2,correct,full,correct,False,False,none,False,
lookup_04,wiki,lookup_04::phase=phase_1-20260414T015857.263955Z-89d8553d,phase_1,lookup,What section of a financial filing usually contains the Management's Discussion and Analysis (MD&A)?,LATEST_STATE::phase_1,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/lookup_04::phase=phase_1-20260414T015857.263955Z-89d8553d,3.954,1,1,2,correct,full,correct,False,False,none,False,
lookup_05,wiki,lookup_05::phase=phase_1-20260414T015857.267926Z-c7cf7cc6,phase_1,lookup,What is the standard purpose of a data retention policy in enterprise compliance documentation?,LATEST_STATE::phase_1,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/lookup_05::phase=phase_1-20260414T015857.267926Z-c7cf7cc6,1.358,1,1,2,correct,full,correct,False,False,none,False,
lookup_06,wiki,lookup_06::phase=phase_1-20260414T015857.269295Z-1180c635,phase_1,lookup,What does EBITDA stand for in corporate financial reporting contexts?,LATEST_STATE::phase_1,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/lookup_06::phase=phase_1-20260414T015857.269295Z-1180c635,1.517,1,1,2,correct,full,correct,False,False,none,False,
synthesis_01,wiki,synthesis_01::phase=phase_1-20260414T015857.270818Z-0f1c23f5,phase_1,synthesis,Synthesize key differences between model pretraining objectives described in arXiv papers and governance controls described in policy documents.,LATEST_STATE::phase_1,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/synthesis_01::phase=phase_1-20260414T015857.270818Z-0f1c23f5,1.193,1,1,2,correct,full,correct,False,False,none,False,
synthesis_02,wiki,synthesis_02::phase=phase_1-20260414T015857.272022Z-fa3fd2a9,phase_1,synthesis,Combine evidence from a company risk policy and its annual filing to summarize the organization's top operational risk themes.,LATEST_STATE::phase_1,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/synthesis_02::phase=phase_1-20260414T015857.272022Z-fa3fd2a9,5.693,1,1,2,correct,full,correct,False,False,none,False,
synthesis_03,wiki,synthesis_03::phase=phase_1-20260414T015857.277742Z-331c2d93,phase_1,synthesis,"Using arXiv and policy sources, summarize how data privacy constraints can affect machine learning deployment decisions.",LATEST_STATE::phase_1,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/synthesis_03::phase=phase_1-20260414T015857.277742Z-331c2d93,2.332,1,1,2,correct,full,correct,False,False,none,False,
synthesis_04,wiki,synthesis_04::phase=phase_1-20260414T015857.280072Z-bb2f56ce,phase_1,synthesis,Synthesize a short briefing that links model evaluation findings in research papers with disclosure language in financial filings.,LATEST_STATE::phase_1,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/synthesis_04::phase=phase_1-20260414T015857.280072Z-bb2f56ce,1.574,1,1,2,correct,full,correct,False,False,none,False,
synthesis_05,wiki,synthesis_05::phase=phase_1-20260414T015857.281650Z-a2dfc8e9,phase_1,synthesis,Integrate information from compliance policy documents and SEC filings to explain how incident response responsibilities are allocated.,LATEST_STATE::phase_1,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/synthesis_05::phase=phase_1-20260414T015857.281650Z-a2dfc8e9,1.308,1,1,2,correct,full,correct,False,False,none,False,
synthesis_06,wiki,synthesis_06::phase=phase_1-20260414T015857.282963Z-071b5e49,phase_1,synthesis,Synthesize the relationship between research-reported model limitations and the cautionary statements in investor-facing filings.,LATEST_STATE::phase_1,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/synthesis_06::phase=phase_1-20260414T015857.282963Z-071b5e49,1.479,1,1,2,correct,full,correct,False,False,none,False,
latest_state_01,wiki,latest_state_01::phase=phase_1-20260414T015857.284450Z-f3c2b1a0,phase_1,latest_state,"Based on the latest dated corpus documents, what is the most current stated policy on retaining customer support transcripts?",LATEST_STATE::phase_1,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/latest_state_01::phase=phase_1-20260414T015857.284450Z-f3c2b1a0,6.85,1,1,2,correct,full,correct,False,False,none,False,
latest_state_02,wiki,latest_state_02::phase=phase_1-20260414T015857.291319Z-c232b2a9,phase_1,latest_state,"From available filing revisions, what is the latest reported fiscal-year revenue trend for the company?",LATEST_STATE::phase_1,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/latest_state_02::phase=phase_1-20260414T015857.291319Z-c232b2a9,1.124,1,1,2,correct,full,correct,False,False,none,False,
latest_state_03,wiki,latest_state_03::phase=phase_1-20260414T015857.292443Z-f0ae8638,phase_1,latest_state,"Considering publication dates, what is the newest model architecture improvement described across the arXiv papers in corpus?",LATEST_STATE::phase_1,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/latest_state_03::phase=phase_1-20260414T015857.292443Z-f0ae8638,1.133,1,1,2,correct,full,correct,False,False,none,False,
latest_state_04,wiki,latest_state_04::phase=phase_1-20260414T015857.293577Z-2e54a10b,phase_1,latest_state,"Using effective dates in governance materials, what is the latest approved access-control requirement for production systems?",LATEST_STATE::phase_1,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/latest_state_04::phase=phase_1-20260414T015857.293577Z-2e54a10b,1.134,1,1,2,correct,full,correct,False,False,none,False,
latest_state_05,wiki,latest_state_05::phase=phase_1-20260414T015857.294719Z-b0957a23,phase_1,latest_state,"Across policy updates and filings, what is the latest disclosed stance on third-party AI vendor risk?",LATEST_STATE::phase_1,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/latest_state_05::phase=phase_1-20260414T015857.294719Z-b0957a23,4.597,1,1,2,correct,full,correct,False,False,none,False,
latest_state_06,wiki,latest_state_06::phase=phase_1-20260414T015857.299333Z-2cbc7e65,phase_1,latest_state,"From the most recent corpus evidence, what is the current definition of material cybersecurity incident reporting timelines?",LATEST_STATE::phase_1,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/latest_state_06::phase=phase_1-20260414T015857.299333Z-2cbc7e65,1.796,1,1,2,correct,full,correct,False,False,none,False,
